title,author,price,pages,avg_reviews,n_reviews,dimensions,weight,language
Advanced Deep Learning with TensorFlow 2 and Keras: Apply DL GANs VAEs deep RL unsupervised learning object detection and segmentation and more 2nd Edition,[Rowel Atienza],39.99,512,4.5,62,7.5 x 1.16 x 9.25 inches,1.92 pounds,English
Deep Learning for Computer Vision with SASÂ®: An Introduction,[Robert Blanchard],25.95,150,,0,7.5 x 0.34 x 9.25 inches,9.5 ounces,English
Understanding Deep Learning: Application in Rare Event Prediction (Student Version),[Chitta Ranjan Ph.D.],30,426,,0,6.69 x 0.96 x 9.61 inches,1.49 pounds,English
Deep Learning on Graphs,"[Yao Ma,Jiliang Tang]",45.91,400,4.7,8,6.5 x 1 x 9.5 inches,1.34 pounds,English
Data Orchestration in Deep Learning Accelerators (Synthesis Lectures on Computer Architecture),"[Tushar Krishna,Hyoukjun Kwon et al.]",73.76,164,4.2,3,7.52 x 0.44 x 9.25 inches,1.09 pounds,English
Deep Reinforcement Learning,[Aske Plaat],58.31,421,,0,6.14 x 0.86 x 9.21 inches,1.3 pounds,English
Efficient Processing of Deep Neural Networks (Synthesis Lectures on Computer Architecture),"[Vivienne Sze,Yu-Hsin Chen et al.]",86.35,342,4.5,14,7.5 x 0.71 x 9.25 inches,11.7 ounces,English
Computer Vision: Algorithms and Applications (Texts in Computer Science),[Richard Szeliski],68.1,947,4.3,18,8.35 x 1.57 x 11.18 inches,6.2 pounds,English
Applied Software Development With Python & Machine Learning Wearable & Wireless Systems For Movement Disorder Treatment Via Deep Brain Stimulation,"[Robert Lemoyne,Timothy Mastroianni]",79.23,248,,0,6 x 0.75 x 9 inches,1.11 pounds,English
Data Scientist Pocket Guide: Over 600 Concepts Terminologies and Processes of Machine Learning and Deep Learning Assembled Together (English Edition),[Mohamed Sabri],29.95,308,4.7,4,7.5 x 0.7 x 9.25 inches,1.19 pounds,English
Deep Learning with fastai Cookbook: Leverage the easy-to-use fastai framework to unlock the power of deep learning,[Mark Ryan],44.99,340,4.6,13,7.5 x 0.77 x 9.25 inches,1.29 pounds,English
Learning TensorFlow: A Guide to Building Deep Learning Systems,"[Tom Hope,Yehezkel S. Resheff et al.]",35.75,242,3.9,62,7.01 x 0.51 x 9.17 inches,1.47 pounds,English
Machine and Deep Learning in Oncology Medical Physics and Radiology,"[Issam El Naqa,Martin J. Murphy]",174.64,529,,0,6.4 x 1.1 x 9.46 inches,2.44 pounds,English
Deep Learning for Physical Scientists: Accelerating Research with Machine Learning,"[Edward O. Pyzer-Knapp,Matthew Benatan]",69.1,208,5,2,6 x 0.66 x 9 inches,15 ounces,English
Deep Learning and the Game of Go,"[Max Pumperla,Kevin Ferguson]",50.58,384,4.4,48,7.38 x 0.9 x 9.25 inches,1.63 pounds,English
Automated Machine Learning with AutoKeras: Deep learning made accessible for everyone with just few lines of coding,[Luis Sobrecueva],41.99,194,4.7,11,7.5 x 0.44 x 9.25 inches,12.2 ounces,English
Deep Learning with TensorFlow: Explore neural networks and build intelligent systems with Python 2nd Edition,"[Giancarlo Zaccone,Md. Rezaul Karim]",36.11,484,3.2,7,7.5 x 1.09 x 9.25 inches,1.81 pounds,English
Advances in Electromagnetics Empowered Artificial Intelligence and Deep Learning (IEEE Press Series on Electromagnetic Wave Theory),"[Sawyer D. Campbell,Douglas H. Werner]",165,,,0,,1.47 pounds,English
Practical MATLAB Deep Learning: A Projects-Based Approach,"[Michael Paluszek,Stephanie Thomas et al.]",38.34,348,,0,7 x 0.73 x 10 inches,1.35 pounds,English
AI Crash Course: A fun and hands-on introduction to machine learning reinforcement learning deep learning and artificial intelligence with Python,[Hadelin de Ponteves],29.99,360,4.2,81,7.5 x 0.82 x 9.25 inches,1.36 pounds,English
Deep Learning In Biology And Medicine,"[Davide Bacciu,Paulo J G Lisboa et al.]",97.65,332,,0,6 x 0.97 x 9 inches,1.35 pounds,English
Autonomous Robotics and Deep Learning (SpringerBriefs in Computer Science),,69.99,74,5,1,6.1 x 0.18 x 9.25 inches,2.86 pounds,English
Hands-On Music Generation with Magenta: Explore the role of deep learning in music generation and assisted music composition,[Alexandre DuBreuil],41.99,360,4.5,8,7.5 x 0.82 x 9.25 inches,1.36 pounds,English
Artificial Intelligence Machine Learning and Deep Learning,[Oswald Campesato],59.95,300,4.4,3,6.75 x 0.75 x 8.75 inches,1.15 pounds,English
Culture in School Learning: Revealing the Deep Meaning,[Etta R. Hollins],48.81,252,4.4,6,6 x 0.61 x 9 inches,13.6 ounces,English
Practical MATLAB Deep Learning: A Project-Based Approach,"[Michael Paluszek,Stephanie Thomas]",20.49,267,3.7,14,7.01 x 0.63 x 10 inches,1.14 pounds,English
Graph-Powered Machine Learning,[Alessandro Nego],42.99,496,4.4,9,7.38 x 0.6 x 9.25 inches,1.9 pounds,English
Mastering Computer Vision with TensorFlow 2.x: Build advanced computer vision applications using machine learning and deep learning techniques,[Krishnendu Kar],44.99,430,3.9,15,7.5 x 0.97 x 9.25 inches,1.62 pounds,English
DEEP LEARNING WITH PYTHON: 3 in 1- Beginners Guide+ Simple and Effective Tips and Tricks+ Advanced Guide to Learn Deep Learning with Python,[Benjamin Smith],49.99,547,3.5,2,6 x 1.24 x 9 inches,1.6 pounds,English
Practical Machine Learning with H2O: Powerful Scalable Techniques for Deep Learning and AI,[Darren Cook],33.09,300,4.2,25,7 x 0.68 x 9.19 inches,1.14 pounds,English
Deep Learning Approaches for Security Threats in IoT Environments,"[Mohamed Abdel-Basset,Nour Moustafa et al.]",140,384,,0,,1.47 pounds,English
Artificial Intelligence and Deep Learning in Pathology,[Stanley Cohen MD],82.3,288,4.1,10,7.5 x 1 x 9.25 inches,1.3 pounds,English
Grokking Artificial Intelligence Algorithms: Understand and apply the core algorithms of deep learning and artificial intelligence in this friendly illustrated guide including exercises and examples,[Rishal Hurbans],55.95,392,4.5,23,7.38 x 0.8 x 9.25 inches,1.63 pounds,English
Codeless Deep Learning with KNIME: Build train and deploy various deep neural network architectures using KNIME Analytics Platform,"[Kathrin Melcher,Rosaria Silipo]",49.99,384,4.4,26,7.5 x 0.87 x 9.25 inches,1.45 pounds,English
Deep Learning Applications (Advances in Intelligent Systems and Computing 1098),,104.51,188,,0,6.1 x 0.45 x 9.25 inches,1 pounds,English
Deep Learning with Python: Learn Best Practices of Deep Learning Models with PyTorch,"[Nikhil Ketkar,Jojo Moolayil]",32.99,324,4,2,6.1 x 0.73 x 9.25 inches,1.1 pounds,English
Artificial Intelligence in Healthcare: AI Machine Learning and Deep and Intelligent Medicine Simplified for Everyone,[Dr Parag Suresh Mahajan MD],29.99,590,4.7,147,6 x 1.33 x 9 inches,1.72 pounds,English
Getting started with Deep Learning for Natural Language Processing: Learn how to build NLP applications with Deep Learning (English Edition),[Sunil Patel],29.95,404,4.6,9,7.5 x 0.91 x 9.25 inches,1.39 pounds,English
Neural Networks and Deep Learning: A Textbook,[Charu C. Aggarwal],49,520,4.5,164,7 x 1.13 x 10 inches,2.63 pounds,English
Deep Learning with PyTorch: A practical approach to building neural network models using PyTorch,[Vishnu Subramanian],31.75,262,3.5,20,7.5 x 0.59 x 9.25 inches,1 pounds,English
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,,45.39,366,4.5,172,7.01 x 0.76 x 9.17 inches,1.35 pounds,English
Deep Learning with R Second Edition,"[Francois Chollet,Tomasz Kalinowski et al.]",59.99,568,4.6,148,7.38 x 1.3 x 9.25 inches,1.86 pounds,English
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,[Chip Huyen],43.49,386,4.7,118,7 x 0.75 x 9 inches,1.36 pounds,English
Deep Learning for the Earth Sciences: A Comprehensive Approach to Remote Sensing Climate Science and Geosciences,"[Gustau Camps-Valls,Devis Tuia et al.]",106.99,432,5,1,6.69 x 0.59 x 9.61 inches,1.5 pounds,English
Math and Architectures of Deep Learning,[Krishnendu Chaudhury],49.99,535,,0,7.38 x 1.13 x 9.25 inches,1.18 pounds,English
Programming Machine Learning: From Coding to Deep Learning,[Paolo Perrotta],33.49,342,4.8,42,7.5 x 0.71 x 9.25 inches,1.41 pounds,English
Beginning Anomaly Detection Using Python-Based Deep Learning: With Keras and PyTorch,"[Sridhar Alla,Suman Kalyan Adari]",25.49,432,4.3,21,7.01 x 0.98 x 10 inches,1.8 pounds,English
Deep Reinforcement Learning: Fundamentals Research and Applications,"[Hao Dong,Zihan Ding et al.]",137.42,541,4.5,2,7.2 x 1 x 8.8 inches,2.37 pounds,English
Deep Learning for Personalised Healthcare Services (Issn 7),"[Jain,Vishal et al.]",103.29,246,,0,6.69 x 0.63 x 9.61 inches,1.28 pounds,English
Deep Learning in a Disorienting World,[Jon F. Wergin],35.99,210,5,7,5.9 x 0.4 x 8.9 inches,10.2 ounces,English
Artificial Intelligence Engines: A Tutorial Introduction to the Mathematics of Deep Learning,[James V Stone],23.99,216,4.3,52,6 x 0.49 x 9 inches,10.5 ounces,English
Hands-On Machine Learning with C++: Build train and deploy end-to-end machine learning and deep learning pipelines,[Kirill Kolodiazhnyi],49.99,530,4.3,33,7.5 x 1.2 x 9.25 inches,1.98 pounds,English
Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation Model Building and MLOps,"[Valliappa Lakshmanan,Sara Robinson et al.]",36.99,408,4.6,243,9.06 x 0.94 x 6.85 inches,1.45 pounds,English
Deep Learning with Hadoop,[Dipayan Dev],41.99,206,4.7,5,7.5 x 0.47 x 9.25 inches,12.8 ounces,English
Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks,[Jay Dawani],39.99,364,4,43,7.5 x 0.82 x 9.25 inches,1.38 pounds,English
Mastering OpenCV 4 with Python: A practical guide covering topics from image processing augmented reality to deep learning with OpenCV 4 and Python 3.7,[Alberto Fernandez Villan],44.99,532,4,33,7.5 x 1.2 x 9.25 inches,1.99 pounds,English
Deep Learning with PyTorch Lightning: Swiftly build high-performance Artificial Intelligence (AI) models using Python,[Kunal Sawarkar],44.64,366,4.8,11,7.5 x 0.83 x 9.25 inches,1.38 pounds,English
Advanced Deep Learning with Python: Design and implement advanced next-generation AI solutions using TensorFlow and PyTorch,[Ivan Vasilev],44.99,468,4.6,30,7.5 x 1.06 x 9.25 inches,1.76 pounds,English
Differentiation and the Brain: How Neuroscience Supports the Learner-Friendly Classroom (Use Brain-Based Learning and Neuroeducation to Differentiate Instruction),"[David A. Sousa,Carol Ann Tomlinson]",31.38,240,4.7,168,8.5 x 0.75 x 10.75 inches,1.55 pounds,English
Programming PyTorch for Deep Learning: Creating and Deploying Deep Learning Applications,[Ian Pointer],34.49,220,4.1,55,7 x 0.46 x 9.19 inches,12.6 ounces,English
MATLAB Deep Learning: With Machine Learning Neural Networks and Artificial Intelligence,[Phil Kim],37.09,168,4.2,37,6.1 x 0.39 x 9.25 inches,5.95 pounds,English
Deep Learning for Radar and Communications Automatic Target Recognition,"[Uttam K. Majumder,Erik P. Blasch et al.]",179,290,,0,7.2 x 0.9 x 9.8 inches,1.85 pounds,English
Deep Learning: A Practitioners Approach,"[Josh Patterson,Adam Gibson]",23.49,530,4.2,73,7 x 1.07 x 9.19 inches,1.47 pounds,English
Synthetic Data for Deep Learning (Springer Optimization and Its Applications 174),,169.99,360,3.5,2,6.14 x 0.81 x 9.21 inches,1.55 pounds,English
Deep Reinforcement Learning with Python: Master classic RL deep RL distributional RL inverse RL and more with OpenAI Gym and TensorFlow 2nd Edition,[Sudharsan Ravichandiran],39.99,760,4.4,50,7.5 x 1.72 x 9.25 inches,2.82 pounds,English
Python Machine Learning - Second Edition: Machine Learning and Deep Learning with Python scikit-learn and TensorFlow,"[Sebastian Raschka,Vahid Mirjalili]",41.99,622,4.5,272,7.5 x 1.41 x 9.25 inches,2.4 pounds,English
Essentials of Deep Learning and AI: Experience Unsupervised Learning Autoencoders Feature Engineering and Time Series Analysis with TensorFlow Keras and scikit-learn (English Edition),"[Shashidhar Soppin,Dr. Manjunath Ramachandra et al.]",29.95,394,5,4,7.5 x 0.89 x 9.25 inches,1.34 pounds,English
Hands-On Deep Learning with Apache Spark: Build and deploy distributed deep learning applications on Apache Spark,[Guglielmo Iozzia],46.99,322,4,1,7.5 x 0.73 x 9.25 inches,1.22 pounds,English
Deep Learning from the Basics: Python and Deep Learning: Theory and Implementation,[Koki Saitoh],39.99,316,4.3,18,7.5 x 0.72 x 9.25 inches,1.2 pounds,English
Introduction to Machine Learning with Python: A Guide for Data Scientists,,45,398,4.5,565,7 x 0.82 x 9.19 inches,1.3 pounds,English
Machine Learning Engineering,[Andriy Burkov],39.49,310,4.7,222,7.5 x 0.73 x 9.25 inches,1.18 pounds,English
Feature Store for Machine Learning: Curate discover share and serve ML features at scale,[Jayanth Kumar M J],39.99,280,5,3,7.5 x 0.64 x 9.25 inches,1.07 pounds,English
Machine Learning Fundamentals,[Hui Jiang],47.49,418,4.3,6,8 x 1 x 10 inches,2.01 pounds,English
Applied Machine Learning Explainability Techniques: Make ML models explainable and trustworthy for practical applications using LIME SHAP and more,[Aditya Bhattacharya],44.99,306,5,2,7.5 x 0.69 x 9.25 inches,1.16 pounds,English
Machine Learning in the Oil and Gas Industry: Including Geosciences Reservoir Engineering and Production Engineering with Python,"[Yogendra Narayan Pandey,Ayush Rastogi et al.]",26.99,320,4.9,20,6.1 x 0.73 x 9.25 inches,1.08 pounds,English
Machine Learning For Dummies,[John Paul Mueller],20.49,464,4.2,56,7.38 x 1.05 x 9.25 inches,1.34 pounds,English
Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional,[Dr. Logan Song],42.74,330,,0,7.5 x 0.75 x 9.25 inches,1.26 pounds,English
Advances in Financial Machine Learning,[Marcos Lopez de Prado],40.49,400,4.5,514,6.1 x 1.1 x 9 inches,1.6 pounds,English
Machine Learning: A Probabilistic Perspective (Adaptive Computation and Machine Learning series),,96.46,1104,4.4,314,8.25 x 1.79 x 9.27 inches,4.2 pounds,English
Machine Learning: A Constraint-Based Approach,"[Marco Gori,Alessandro Betti et al.]",105,,,0,,1.11 pounds,English
AWS Certified Machine Learning Specialty: MLS-C01 Certification Guide: The definitive guide to passing the MLS-C01 exam on the very first attempt,"[Somanath Nanda,Weslley Moura]",49.99,338,4.2,31,7.5 x 0.77 x 9.25 inches,1.28 pounds,English
Pattern Recognition and Machine Learning (Information Science and Statistics),[Christopher M. Bishop],76.1,738,4.6,663,7.7 x 1.3 x 10.2 inches,4.73 pounds,English
Fundamentals of Machine Learning for Predictive Data Analytics second edition: Algorithms Worked Examples and Case Studies,"[John D. Kelleher,Brian Mac Namee et al.]",80,856,4.8,48,7.81 x 1.31 x 9.56 inches,3.8 pounds,English
Machine Learning for Asset Managers (Elements in Quantitative Finance),,20,152,4.5,101,6 x 0.36 x 9 inches,8.8 ounces,English
Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI,[Robert (Munro) Monarch],42.49,424,4.4,16,7.38 x 1 x 9.25 inches,1.68 pounds,English
Interpretable Machine Learning with Python: Learn to build interpretable high-performance models with hands-on real-world examples,[Serg MasÃ­s],40.41,736,4.6,47,7.5 x 1.66 x 9.25 inches,2.74 pounds,English
Machine Learning for Streaming Data with Python: Rapidly build practical online machine learning solutions using River and other top key frameworks,[Joos Korstanje],44.99,258,5,2,7.5 x 0.59 x 9.25 inches,15.8 ounces,English
Machine Learning Engineering in Action,[Ben Wilson],52.24,576,5,6,7.38 x 1.2 x 9.25 inches,2.09 pounds,English
Gaussian Processes for Machine Learning (Adaptive Computation and Machine Learning series),"[Carl Edward Rasmussen,Christopher K. I. Williams]",50,272,4.7,56,10.22 x 8.26 x 0.73 inches,1.6 pounds,English
Understanding Machine Learning: From Theory to Algorithms,"[Shai Shalev-Shwartz,Shai Ben-David]",62.99,410,4.4,218,7 x 0.94 x 10 inches,2.01 pounds,English
Machine Learning in Finance: From Theory to Practice,"[Matthew F. Dixon,Igor Halperin et al.]",83.8,573,4.5,92,6.14 x 1.25 x 9.21 inches,2.25 pounds,English
Machine Learning with Amazon SageMaker Cookbook: 80 proven recipes for data scientists and developers to perform machine learning experiments and deployments,[Joshua Arvin Lat],51.99,762,4.9,12,7.5 x 1.72 x 9.25 inches,2.83 pounds,English
Introduction to Statistical and Machine Learning Methods for Data Science,"[Dr. Carlos Andre Reis Andre Reis Pinheiro,Mike Patetta]",29.95,170,5,2,7.5 x 0.39 x 9.25 inches,10.7 ounces,English
Probabilistic Numerics: Computation as Machine Learning,"[Philipp Hennig,Michael A. Osborne et al.]",62.99,410,,0,8.03 x 0.94 x 10 inches,2.35 pounds,English
Knowledge Graphs: Fundamentals Techniques and Applications (Adaptive Computation and Machine Learning series),,52.25,568,4.3,45,7.31 x 1.18 x 9.31 inches,2.3 pounds,English
Scaling Machine Learning with Spark: Distributed ML with MLlib TensorFlow and PyTorch,[Adi Polak],64.31,400,,0,,1.11 pounds,English
Building Machine Learning Pipelines: Automating Model Life Cycles with TensorFlow,"[Hannes Hapke,Catherine Nelson]",35.49,366,4.5,57,7 x 0.76 x 9.19 inches,1.28 pounds,English
Hey Cyba,[Steve Young],22.3,254,4.3,7,6 x 0.58 x 9 inches,13.8 ounces,English
Python Programming for Beginners: The #1 Python Programming Crash Course for Beginners to Learn Python Coding Well & Fast (with Hands-On Exercises),[Codeone Publishing],19.45,125,4.3,347,8 x 0.29 x 10 inches,12 ounces,English
Machine Learning: A Bayesian and Optimization Perspective,[Sergios Theodoridis],74.42,1160,4.6,24,7.5 x 2.25 x 9.25 inches,5.18 pounds,English
Machine Learning: A Quantitative Approach,[Henry H Liu],49.99,479,4.8,23,7.5 x 1.08 x 9.25 inches,1.82 pounds,English
Machine Learning for Text,[Charu C. Aggarwal],75.9,588,,0,7 x 1.5 x 10 inches,2.72 pounds,English
Machine Learning revised and updated edition (The MIT Press Essential Knowledge series),,15.95,280,4.1,14,5.06 x 0.57 x 7 inches,8.8 ounces,English
Machine Learning Guide for Oil and Gas Using Python: A Step--Step Breakdown with Data Algorithms Codes and Applications,"[Hoss Belyadi,Alireza Haghighat]",115.78,476,5,3,5.98 x 1.08 x 9.02 inches,1.64 pounds,English
Automated Machine Learning for Business,"[Kai R. Larsen,Daniel S. Becker]",45,352,5,4,9.9 x 0.8 x 6.8 inches,1.27 pounds,English
Data Mining: Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems),,71.2,744,4.3,243,7.6 x 1.5 x 9.4 inches,3.16 pounds,English
Natural Language Processing with Transformers Revised Edition,"[Lewis Tunstall,Leandro von Werra et al.]",45.29,406,4.1,16,7 x 1 x 9.25 inches,1.43 pounds,English
Mastering Azure Machine Learning: Execute large-scale end-to-end machine learning with Azure 2nd Edition,"[Christoph Korner,Marcel Alsdorf]",44.99,624,5,5,7.5 x 1.41 x 9.25 inches,2.33 pounds,English
Getting Started with Natural Language Processing,[Ekaterina Kochmar],39.99,456,,0,7.38 x 0.81 x 9.25 inches,13.7 ounces,English
Build Your Own Programming Language: A programmers guide to designing compilers interpreters and DSLs for solving modern computing problems,[Clinton L. Jeffery],40.49,494,4.3,31,7.5 x 1.12 x 9.25 inches,1.85 pounds,English
Introduction to Online Convex Optimization second edition (Adaptive Computation and Machine Learning series),,60,248,,0,6.19 x 0.66 x 9.25 inches,1 pounds,English
Machine Learning in Asset Pricing (Princeton Lectures in Finance 1),,42.99,160,4.3,7,6 x 0.9 x 9.3 inches,14.1 ounces,English
Data Cleaning and Exploration with Machine Learning: Get to grips with machine learning techniques to achieve sparkling-clean data quickly,[Michael Walker],49.99,542,5,1,7.5 x 1.23 x 9.25 inches,2.03 pounds,English
Machine Learning Engineering on AWS: Building Scaling and Securing Machine Learning Systems and MLOps Pipelines in Production,[Joshua Arvin Lat],44.99,570,,0,,1.11 pounds,English
Practical Machine Learning for Computer Vision: End-to-End Machine Learning for Images,"[Valliappa Lakshmanan,Martin GÃ¶rner et al.]",52.99,482,4.1,18,6.93 x 1.1 x 9.06 inches,1.7 pounds,English
Getting Started with Amazon SageMaker Studio: Learn to build end-to-end machine learning projects in the SageMaker machine learning IDE,[Michael Hsieh],41.99,326,4.8,9,7.5 x 0.74 x 9.25 inches,1.24 pounds,English
Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,[Adi Wijaya],49.99,440,4.6,13,7.5 x 1 x 9.25 inches,1.66 pounds,English
AWS Certified Machine Learning Study Guide: Specialty (MLS-C01) Exam,"[Shreyas Subramanian,Stefan Natu]",35.49,352,4.9,18,7.3 x 0.8 x 9.1 inches,1.35 pounds,English
Reinforcement Learning second edition: An Introduction (Adaptive Computation and Machine Learning series),,66.44,552,4.6,460,7.25 x 1.48 x 9.31 inches,2.6 pounds,English
Envisioning Information,[Edward R. Tufte],42,126,4.6,377,8.75 x 0.75 x 10.75 inches,2 pounds,English
Kubeflow for Machine Learning: From Lab to Production,"[Trevor Grant,Holden Karau et al.]",29.6,264,4.1,44,7 x 0.75 x 9 inches,14.8 ounces,English
Tree-Based Methods for Statistical Learning in R: A Practical Introduction with Applications in R (Chapman & Hall/CRC Data Science Series),,86.32,388,,0,6.14 x 0.94 x 9.21 inches,2.01 pounds,English
The Pragmatic Programmer: Your Journey To Mastery 20th Anniversary Edition (2nd Edition),"[David Thomas,Andrew Hunt]",30.26,352,4.8,2026,7.7 x 1.1 x 9.35 inches,1.68 pounds,English
Python Machine Learning Workbook for Beginners: 10 Machine Learning Projects Explained from Scratch,,19.99,282,4.6,23,6 x 0.64 x 9 inches,1.01 pounds,English
Data Science and Machine Learning Interview Questions Using R: Crack the Data Scientist and Machine Learning Engineers Interviews with Ease (English Edition),[Vishwanathan Narayanan],19.95,130,4.3,7,6 x 0.3 x 9 inches,6.6 ounces,English
Automated Machine Learning on AWS: Fast-track the development of your production-ready machine learning applications the AWS way,"[Trenton Potgieter,Jonathan Dahlberg]",44.99,420,4.8,8,7.5 x 0.95 x 9.25 inches,1.58 pounds,English
Quantum Machine Learning with Python: Using Cirq from Google Research and IBM Qiskit,[Santanu Pattanayak],28.98,384,3.9,14,7.01 x 0.87 x 10 inches,1.6 pounds,English
TensorFlow Machine Learning Projects: Build 13 real-world projects with advanced numerical computations using the Python ecosystem,"[Ankit Jain,Armando Fandango et al.]",36.99,322,4,22,7.5 x 0.73 x 9.25 inches,1.22 pounds,English
Applied Machine Learning and AI for Engineers: Solve Business Problems That Cant Be Solved Algorithmically,[Jeff Prosise],64.36,375,,0,7 x 0.2 x 9 inches,1.11 pounds,English
An Introduction to Machine Learning,[Miroslav Kubat],56.99,476,,0,6.5 x 1.25 x 9.75 inches,1.93 pounds,English
Linear Algebra and Learning from Data,[Gilbert Strang],82.47,446,4.6,208,7.72 x 0.98 x 9.53 inches,2.05 pounds,English
Feature Engineering for Machine Learning: Principles and Techniques for Data Scientists,"[Alice Zheng,Amanda Casari]",42.49,218,4.5,65,7 x 0.4 x 9.1 inches,14.1 ounces,English
Fundamentals of Machine Learning for Predictive Data Analytics: Algorithms Worked Examples and Case Studies (The MIT Press),"[John D. Kelleher,Brian Mac Namee et al.]",59.94,624,4.6,97,7 x 1.13 x 9 inches,2.29 pounds,English
Feature Engineering Bookcamp,[Sinan Ozdemir],49.99,272,,0,7.38 x 0.7 x 9.25 inches,11.5 ounces,English
Build Your Own AI Investor: Third Edition (AI Investor Series),[Dr. Damon Lee],52.99,318,4.2,3,6.69 x 0.75 x 9.61 inches,1.42 pounds,English
Text Data Mining,"[Chengqing Zong,Rui Xia et al.]",29.31,372,5,1,7.8 x 0.9 x 9.4 inches,1.76 pounds,English
Mathematics for Machine Technology,"[John C. Peterson,Robert D. Smith]",125.99,608,4.6,156,8.25 x 1 x 10.5 inches,3.05 pounds,English
Distributed Machine Learning Patterns,[Yuan Tang],59.99,375,,0,7.38 x 0.94 x 9.25 inches,15.8 ounces,English
Machine Learning and Security: Protecting Systems with Data and Algorithms,"[Clarence Chio,David Freeman]",44.49,383,4.5,44,7 x 0.8 x 9.19 inches,1.47 pounds,English
Machine Learning for Beginners: Learn to Build Machine Learning Systems Using Python (English Edition),[Harsh Bhasin],16.23,262,3.9,33,7.5 x 0.6 x 9.25 inches,1.01 pounds,English
Python for Data Science: 2 Books in 1. A Practical Beginnerâ€™s Guide to learn Python Programming introducing into Data Analytics Machine learning Web Development with Hands-on Projects,[ERICK THOMPSON],24.99,265,3.5,18,6 x 0.6 x 9 inches,12.6 ounces,English
The Machine Learning Workshop: Get ready to develop your own high-performance machine learning algorithms with scikit-learn 2nd Edition,[Hyatt Saleh],36.99,286,4.6,11,7.5 x 0.65 x 9.25 inches,1.09 pounds,English
Bayesian Reasoning and Machine Learning,[David Barber],81.99,735,4.2,83,7.7 x 1.5 x 9.8 inches,3.77 pounds,English
Bayesian Optimization,[Roman Garnett],44.99,150,,0,,1.74 pounds,English
Introduction To Machine Learning In Quantitative Finance An (Advanced Textbooks In Mathematics),"[Hao Ni,Xin Dong et al.]",38.99,262,3.6,4,6 x 0.62 x 9 inches,12.6 ounces,English
Data Mining and Machine Learning: Fundamental Concepts and Algorithms,"[Mohammed J. Zaki,Wagner Meira Jr]",55.24,776,4.7,17,7.25 x 1.75 x 10 inches,3.53 pounds,English
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies,[Steven Finlay],19.99,236,4.4,11,5.5 x 0.54 x 8.5 inches,13 ounces,English
Practical Machine Learning with Spark: Uncover Apache Sparkâ€™s Scalable Performance with High-Quality Algorithms Across NLP Computer Vision and ML(English Edition),"[Gourav Gupta,Dr. Manish Gupta et al.]",29.95,498,,0,7.5 x 1.13 x 9.25 inches,1.87 pounds,English
Machine Learning in Business: An Introduction to the World of Data Science,[John C Hull],39,287,4.9,23,6 x 0.84 x 9 inches,1.3 pounds,English
A First Course in Machine Learning (Chapman & Hall/CRC Machine Learning & Pattern Recognition),"[Simon Rogers,Mark Girolami]",43.96,428,4.4,34,6.14 x 0.97 x 9.21 inches,1.34 pounds,English
Statistics Data Mining and Machine Learning in Astronomy: A Practical Python Guide for the Analysis of Survey Data Updated Edition (Princeton Series in Modern Observational Astronomy 13),"[Å½eljko IveziÄ‡,Andrew J. Connolly et al.]",78.8,560,4.9,16,7 x 1.5 x 10 inches,2.85 pounds,English
Google BigQuery: The Definitive Guide: Data Warehousing Analytics and Machine Learning at Scale,"[Valliappa Lakshmanan,Jordan Tigani]",29.99,522,4.5,93,7.01 x 1 x 9.17 inches,1.81 pounds,English
Machine Learning: An Algorithmic Perspective (Chapman & Hall/CRC Machine Learning & Pattern Recognition),,78.96,458,4.2,74,6.9 x 1 x 10 inches,0.035 ounces,English
SQL FOR BEGINNERS: THE FUNDAMENTAL LANGUAGE FOR DATA SCIENCE TO MASTERING DATABASES. AN ESSENTIAL GUIDE YOU CANâ€™T MISS TO LEARN SQL IN 7 DAYS OR LESS WITH HANDS-ON PROJECTS.,[ERICK THOMPSON],13.99,155,3.9,19,6 x 0.35 x 9 inches,7.7 ounces,English
Introduction to Data Mining and Analytics,[Kris Jamsa],67.65,668,4.6,14,7.3 x 0.9 x 9 inches,1.98 pounds,English
Machine Learning for Hackers: Case Studies and Algorithms to Get You Started,"[Drew Conway,John Myles White]",49.99,324,3.7,53,7 x 0.75 x 9.19 inches,1.14 pounds,English
Automated Machine Learning in Action,"[Qingquan Song,Haifeng Jin et al.]",44.99,336,4.5,2,7.38 x 0.9 x 9.25 inches,1.1 pounds,English
A Primer on Machine Learning in Subsurface Geosciences (SpringerBriefs in Petroleum Geoscience & Engineering),,72,192,5,2,6.1 x 0.46 x 9.25 inches,1 pounds,English
Machine Learning Refined: Foundations Algorithms and Applications,"[Jeremy Watt,Reza Borhani et al.]",60.61,594,3.9,37,6.75 x 1.25 x 9.75 inches,3 pounds,English
